treeID,Disease,Country,Sublocation,Year,Source,Source Link,Notes
hkg.2020.covid.1.28,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.29,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.30,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.31,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.32,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.33,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.34,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.35,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.36,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.37,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.38,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.39,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.40,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.41,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.42,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.43,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.44,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.45,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.46,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.47,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.48,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.49,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.50,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.51,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.52,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.53,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.54,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.55,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.56,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.57,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.58,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.59,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.60,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.61,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.62,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.63,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.64,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.65,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.66,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.67,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.68,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.69,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.70,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.71,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.72,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.73,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
deu.2020.covid.2.00,COVID-19,Germany,Berlin,2020,http://web.archive.org/web/20200420071353/https://www.aljazeera.com/news/2020/03/infected-16-berlin-nightclub-coronavirus-fears-grow-200310132859234.html,http://web.archive.org/web/20200420071353/https://www.aljazeera.com/news/2020/03/infected-16-berlin-nightclub-coronavirus-fears-grow-200310132859234.html,Reports that one person infected 16 others
chn.2020.covid.4.00,COVID-19,China,Anyang,2020,"Bai, Y., Yao, L., Wei, T., Tian, F., Jin, D. Y., Chen, L., & Wang, M. (2020). Presumed asymptomatic carrier transmission of COVID-19. Jama, 323(14), 1406-1407. ",https://jamanetwork.com/journals/jama/fullarticle/2762028,
fra.2020.covid.1.00,COVID-19,France,Contamines-Montjoie,2020,"Danis, K., Epaulard, O., Bénet, T., Gaymard, A., Campoy, S., Bothelo-Nevers, E., ... & Boudalaa, Z. (2020). Cluster of coronavirus disease 2019 (COVID-19-19) in the French Alps, 2020. Clinical Infectious Diseases. ",https://pubmed.ncbi.nlm.nih.gov/32277759/,"Case 13 may have been infected by cases 2, 3, 4, or 5. I have attributed to case 2 and omitted the onset information for these four cases since we don’t know which case was actually the infector"
can.2020.covid.1.00,COVID-19,Canada,"Coquitlam, BC",2020,https://www.cbc.ca/news/canada/british-columbia/covid-19-coronavirus-update-1.5572681,https://www.cbc.ca/news/canada/british-columbia/covid-19-coronavirus-update-1.5572681,Listed context as household or carpool since 3 cases include two family members and one shared carpooler
aut.2020.covid.1.00,COVID-19,Austria,Ischgl,2020,http://web.archive.org/web/20200420071139/https://edition.cnn.com/2020/03/24/europe/austria-ski-resort-ischgl-coronavirus-intl/,http://web.archive.org/web/20200420071139/https://edition.cnn.com/2020/03/24/europe/austria-ski-resort-ischgl-coronavirus-intl/,"15 of bartender’s contacts test positive, assuming he is only one who infected them"
chn.2020.covid.5.00,COVID-19,China,Zhoushan,2020,"Tong, Z. D., Tang, A., Li, K. F., Li, P., Wang, H. L., Yi, J. P., ... & Yan, J. B. (2020). Potential presymptomatic transmission of SARS-CoV-2, Zhejiang province, China, 2020. Emerging infectious diseases, 26(5), 1052. ",https://wwwnc.cdc.gov/eid/article/26/5/20-0198_article,
ita.2020.covid.1.00,COVID-19,Italy,Codogno,2020,http://web.archive.org/web/20200420071548/https://www.theguardian.com/world/2020/feb/26/coronavirus-inquiry-opens-into-hospitals-at-centre-of-italy-outbreak,http://web.archive.org/web/20200420071548/https://www.theguardian.com/world/2020/feb/26/coronavirus-inquiry-opens-into-hospitals-at-centre-of-italy-outbreak,
deu.2020.covid.3.00,COVID-19,Germany,Munich,2020,"Hijnen, D., Marzano, A. V., Eyerich, K., GeurtsvanKessel, C., Giménez-Arnau, A. M., Joly, P., ... & Schmidt, E. Early Release-SARS-CoV-2 Transmission from Presymptomatic Meeting Attendee, Germany. ",https://wwwnc.cdc.gov/eid/article/26/8/20-1235_article,Patients 9 and 11 not included due to lack of evidence of their infection; Assumed patient 28 (as labeled on my file) was infected despite 1 positive and 1 negative test
vnm.2020.covid.1.00,COVID-19,Vietnam,Vinh Phuc,2020,"Thanh, H. N., Van, T. N., Thu, H. N. T., Van, B. N., Thanh, B. D., Thu, H. P. T., ... & Nguyen, T. A. (2020). Outbreak investigation for COVID-19 in northern Vietnam. The Lancet Infectious Diseases, 20(5), 535-536. ",https://pubmed.ncbi.nlm.nih.gov/32145188/,"Only included cases linked solely to Case 2, i.e. not those also infected in Wuhan, so not Cases 1, 3, 4, 8, and a case from another province"
bgr.2020.covid.1.00,COVID-19,Bulgaria,Lom,2020,https://btvnovinite.bg/bulgaria/izsledvat-oshte-30-dushi-kontaktuvali-sas-zarazenite-s-koronavirus-na-tarzhestvo-v-lom.html,https://btvnovinite.bg/bulgaria/izsledvat-oshte-30-dushi-kontaktuvali-sas-zarazenite-s-koronavirus-na-tarzhestvo-v-lom.html,"Assuming, as article states is probable, that one person infected 10 others so that a total of 11 individuals who attended event became sick -- article in Bulgarian"
bgr.2020.covid.2.00,COVID-19,Bulgaria,Pleven,2020,https://dnes.dir.bg/obshtestvo/otvaryat-shivashkata-fabrika-ognishte-na-covid-19-v-pleven,https://dnes.dir.bg/obshtestvo/otvaryat-shivashkata-fabrika-ognishte-na-covid-19-v-pleven,Have inputted as 1 person infecting 58 others as that is how I interpret the article
chn.2020.covid.6.00,COVID-19,China,Beijing,2020,"Ji, L. N., Chao, S., Wang, Y. J., Li, X. J., Mu, X. D., Lin, M. G., & Jiang, R. M. (2020). Clinical features of pediatric patients with COVID-19: a report of two family cluster cases. World Journal of Pediatrics, 1-4. ",https://pubmed.ncbi.nlm.nih.gov/32180140/,only included case 1 chain of transmission because who infected whom was not clear in case 2’s report
twn.2020.covid.1.00,COVID-19,Taiwan,,2020,"Lai, C. C., Wang, C. Y., Wang, Y. H., Hsueh, S. C., Ko, W. C., & Hsueh, P. R. (2020). Global epidemiology of coronavirus disease 2019: disease incidence, daily cumulative index, mortality, and their association with country healthcare resources and economic status. International journal of antimicrobial agents, 105946.",https://pubmed.ncbi.nlm.nih.gov/32199877/,
twn.2020.covid.1.01,COVID-19,Taiwan,,2020,"Lai, C. C., Wang, C. Y., Wang, Y. H., Hsueh, S. C., Ko, W. C., & Hsueh, P. R. (2020). Global epidemiology of coronavirus disease 2019: disease incidence, daily cumulative index, mortality, and their association with country healthcare resources and economic status. International journal of antimicrobial agents, 105946. ",https://pubmed.ncbi.nlm.nih.gov/32199877/,
chn.2020.covid.7.00,COVID-19,China,Wuxi City,2020,"Li, P., Fu, J. B., Li, K. F., Chen, Y., Wang, H. L., Liu, L. J., ... & Tong, Z. D. (2020). Transmission of COVID-19 in the terminal stage of incubation period: a familial cluster. International Journal of Infectious Diseases. ",https://pubmed.ncbi.nlm.nih.gov/32194239/,
kor.2020.covid.1.00,COVID-19,South Korea,Goyang,2020,"Lim, J., Jeon, S., Shin, H. Y., Kim, M. J., Seong, Y. M., Lee, W. J., ... & Park, S. J. (2020). Case of the index patient who caused tertiary transmission of coronavirus disease 2019 in Korea: The application of lopinavir/ritonavir for the treatment of COVID-19 pneumonia monitored by quantitative RT-PCR. Journal of Korean Medical Science, 35(6). ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7025910/,
chn.2020.covid.8.00,COVID-19,China,Tianjin,2020,"Liu, Y. F., Li, J. M., Zhou, P. H., Liu, J., Dong, X. C., Lyu, J., & Zhang, Y. (2020). Analysis on cluster cases of COVID-19 in Tianjin. Zhonghua Liu Xing Bing Xue Za Zhi= Zhonghua Liuxingbingxue Zazhi, 41(5), 654-657. ",https://europepmc.org/article/med/32213269,
chn.2020.covid.8.01,COVID-19,China,Tianjin,2020,"Liu, Y. F., Li, J. M., Zhou, P. H., Liu, J., Dong, X. C., Lyu, J., & Zhang, Y. (2020). Analysis on cluster cases of COVID-19 in Tianjin. Zhonghua Liu Xing Bing Xue Za Zhi= Zhonghua Liuxingbingxue Zazhi, 41(5), 654-657. ",https://europepmc.org/article/med/32213269,
twn.2020.covid.2.00,COVID-19,Taiwan,,2020,"Liu, Y. C., Liao, C. H., Chang, C. F., Chou, C. C., & Lin, Y. R. (2020). A locally transmitted case of SARS-CoV-2 infection in Taiwan. New England Journal of Medicine, 382(11), 1070-1072. ",https://pubmed.ncbi.nlm.nih.gov/32050059/,"did not include infector of P1 because it is not clear that she was infected by the individual on the plane who tested positive, and either way this was not local transmission"
aus.2020.covid.1.00,COVID-19,Australia,New South Wales,2020,http://ncirs.org.au/sites/default/files/2020-04/NCIRS%20NSW%20Schools%20COVID_Summary_FINAL%20public_26%20April%202020.pdf,http://ncirs.org.au/sites/default/files/2020-04/NCIRS%20NSW%20Schools%20COVID_Summary_FINAL%20public_26%20April%202020.pdf,"student could have been infected by either of two other students, based on new inclusion criteria, we include this as a one segment cluster since topology is unchanged regardless of which student it was and assuming it was a single infector. also there is no info to omit about the infector student because we didn’t have any to begin with"
aus.2020.covid.1.01,COVID-19,Australia,New South Wales,2020,http://ncirs.org.au/sites/default/files/2020-04/NCIRS%20NSW%20Schools%20COVID_Summary_FINAL%20public_26%20April%202020.pdf,http://ncirs.org.au/sites/default/files/2020-04/NCIRS%20NSW%20Schools%20COVID_Summary_FINAL%20public_26%20April%202020.pdf,
kor.2020.covid.2.00,COVID-19,South Korea,,2020,"Park, J. Y., Han, M. S., Park, K. U., Kim, J. Y., & Choi, E. H. (2020). First pediatric case of coronavirus disease 2019 in Korea. Journal of Korean medical science, 35(11). ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7086086/,
chn.2020.covid.9.00,COVID-19,China,Beijing,2020,"Zhang, J., Tian, S., Lou, J., & Chen, Y. (2020). Familial cluster of COVID-19 infection from an asymptomatic. Critical Care, 24, 1-3. ",https://ccforum.biomedcentral.com/articles/10.1186/s13054-020-2817-7,Did not include relative infector of P0 since not part of local transmission and no further identification
usa.2020.covid.2.00,COVID-19,USA,"Skagit County, Washington",2020,"Hamner, L. (2020). High SARS-CoV-2 attack rate following exposure at a choir practice—Skagit County, Washington, March 2020. MMWR. Morbidity and Mortality Weekly Report, 69. ",https://www.cdc.gov/mmwr/volumes/69/wr/mm6919e6.htm,
vnm.2020.covid.2.00,COVID-19,Vietnam,Nha Trang,2020,"L. T., Nguyen, T. V., Luong, Q. C., Nguyen, T. V., Nguyen, H. T., Le, H. Q., ... & Pham, Q. D. (2020). Importation and human-to-human transmission of a novel coronavirus in Vietnam. New England Journal of Medicine, 382(9), 872-874. and https://vietnaminsider.vn/vietnam-reports-a-new-case-of-coronavirus-infection-in-nha-trang/","https://pubmed.ncbi.nlm.nih.gov/31991079/
https://vietnaminsider.vn/vietnam-reports-a-new-case-of-coronavirus-infection-in-nha-trang/",assuming son infected receptionist based on timing
kor.2020.covid.3.00,COVID-19,South Korea,,2020,"Ki, M. (2020). Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Korea. Epidemiology and health, 42.",https://pubmed.ncbi.nlm.nih.gov/32035431/,
kor.2020.covid.3.01,COVID-19,South Korea,,2020,"Ki, M. (2020). Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Korea. Epidemiology and health, 42.",https://pubmed.ncbi.nlm.nih.gov/32035431/,
kor.2020.covid.3.02,COVID-19,South Korea,,2020,"Ki, M. (2020). Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Korea. Epidemiology and health, 42.",https://pubmed.ncbi.nlm.nih.gov/32035431/,
kor.2020.covid.3.03,COVID-19,South Korea,,2020,"Ki, M. (2020). Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Korea. Epidemiology and health, 42.",https://pubmed.ncbi.nlm.nih.gov/32035431/,
kor.2020.covid.3.04,COVID-19,South Korea,,2020,"Ki, M. (2020). Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Korea. Epidemiology and health, 42.",https://pubmed.ncbi.nlm.nih.gov/32035431/,
